1014	1	A00001	34	724.50	10.00	24633.00		
1014	2	G1000	78	0.00	0.00	0.00		
1014	3	S00002	4	37.13	5.00	148.52		
1014	4	X0004	24	98.00	0.00	2352.00		
1014	5	A00002	5	655.50	5.00	3277.50		
1014	6	L19030	8	349.60	5.00	2796.80		
1014	7	S00002	24	33.10	10.00	794.40		
1014	8	X0004	6	98.00	0.00	588.00		
1014	9	A00003	6	633.65	5.00	3801.90		
1014	10	B20349	5	190.00	0.00	950.00		
1014	11	C7689	6	3000.00	0.00	18000.00		
1014	12	S00002	1	338.68	5.00	338.68		
1014	13	S28939	6	10000.00	0.00	60000.00		
1014	14	A00004	7	611.80	5.00	4282.60		
1014	15	B20349	2	190.00	0.00	380.00		
1014	16	C87879	26	2400.00	0.00	62400.00		
1014	17	S00009	7	65.55	5.00	458.85		
1014	18	S8392	78	150.00	0.00	11700.00		
1014	19	S83920	7	80.00	0.00	560.00		
1014	20	A00004	42	579.60	10.00	24343.20		
1014	21	A00005	53	227.70	10.00	12068.10		
1014	22	B20349	35	190.00	0.00	6650.00		
1014	23	S00009	5	65.55	5.00	327.75		
1014	24	S84940	5	260.00	0.00	1300.00		
1014	25	A00006	5	830.30	5.00	4151.50		
1014	26	S10000	23	16000.00	0.00	368000.00		
1014	27	S9044	4	260.00	0.00	1040.00		
1014	28	A00007	63	217.35	10.00	13693.05		
1014	29	S10002	4	12000.00	0.00	48000.00		
1014	30	S9479	3	320.00	0.00	960.00		
1014	31	A00008	1	390.00	0.00	390.00		
1014	32	S10002	45	12000.00	0.00	540000.00		
1014	33	S95869	2	440.00	0.00	880.00		
1014	34	A00008	43	390.00	0.00	16770.00		
1014	35	T10003	3	320.00	0.00	960.00		
1014	36	Travel	2	60.00	0.00	120.00		
1014	37	X0003	7	680.00	0.00	4760.00		
1015	1	A00001	10	700.00	0.00	7000.00		
1015	2	A00002	7	600.00	0.00	4200.00		
1015	3	A00003	8	580.00	0.00	4640.00		
1015	4	A00004	9	560.00	0.00	5040.00		
1015	5	A00005	6	220.00	0.00	1320.00		
1015	6	A00006	5	760.00	0.00	3800.00		
1015	7	A00007	6	210.00	0.00	1260.00		
1015	8	A00008	78	390.00	0.00	30420.00		
1016	1	A00001	29	724.50	10.00	21010.50		
1016	2	A00001	45	724.50	10.00	32602.50		
1016	3	A00001	34	724.50	10.00	24633.00		
1016	4	A00001	23	724.50	10.00	16663.50		
1017	1	A00002	30	600.00	0.00	18000.00		
1017	2	A00002	89	600.00	0.00	53400.00		
1017	3	A00002	29	600.00	0.00	17400.00		
1018	1	A00003	20	580.00	0.00	11600.00		
1018	2	A00003	39	580.00	0.00	22620.00		
1018	3	A00003	18	580.00	0.00	10440.00		
1019	1	A00001	199	700.00	0.00	139300.00		
1019	2	A00002	354	600.00	0.00	212400.00		
1019	3	A00003	6	580.00	0.00	3480.00		
1019	4	A00004	6	560.00	0.00	3360.00		
1019	5	A00005	34	220.00	0.00	7480.00		
1019	6	A00006	32	760.00	0.00	24320.00		
1019	7	A00007	1	210.00	0.00	210.00		
1019	8	A00008	1	390.00	0.00	390.00		
1020	1	A00001	199	700.00	0.00	139300.00		
1020	2	A00002	354	600.00	0.00	212400.00		
1020	3	A00003	6	580.00	0.00	3480.00		
1020	4	A00004	6	560.00	0.00	3360.00		
1020	5	A00005	34	220.00	0.00	7480.00		
1020	6	A00006	32	760.00	0.00	24320.00		
1020	7	A00007	1	210.00	0.00	210.00		
1020	8	A00008	1	390.00	0.00	390.00		
1021	1	A00001	40	724.50	10.00	28980.00		
1021	2	A00002	67	621.00	10.00	41607.00		
1021	3	A00003	365	600.30	10.00	219109.50		
1021	4	A00004	35	579.60	10.00	20286.00		
1021	5	A00005	24	227.70	10.00	5464.80		
1021	6	A00006	25	786.60	10.00	19665.00		
1021	7	A00007	23	217.35	10.00	4999.05		
1021	8	A00008	5	390.00	0.00	1950.00		
1022	1	A00001	40	724.50	10.00	28980.00		
1022	2	A00002	67	621.00	10.00	41607.00		
1022	3	A00003	365	600.30	10.00	219109.50		
1022	4	A00004	35	579.60	10.00	20286.00		
1022	5	A00005	24	227.70	10.00	5464.80		
1022	6	A00006	25	786.60	10.00	19665.00		
1022	7	A00007	23	217.35	10.00	4999.05		
1022	8	A00008	5	390.00	0.00	1950.00		
1023	1	A00001	10	724.50	10.00	7245.00		
1023	2	A00002	20	621.00	10.00	12420.00		
1023	3	A00003	30	600.30	10.00	18009.00		
1023	4	A00004	35	579.60	10.00	20286.00		
1023	5	A00005	24	227.70	10.00	5464.80		
1023	6	A00006	25	786.60	10.00	19665.00		
1023	7	A00007	23	217.35	10.00	4999.05		
1023	8	A00008	5	390.00	0.00	1950.00		
1024	1	LM4029	100	280.00	0.00	28000.00		
1025	1	LM4029	50	280.00	0.00	14000.00		
1026	1	LM4029	10	280.00	0.00	2800.00		
1027	1	LM4029	20	280.00	0.00	5600.00		
1028	1	A00001	3	700.00	0.00	2100.00		
1029	1	LM4029	1	566.00	0.00	566.00		
1030	1	A00004	5	560.00	0.00	2800.00		
1030	2	A00005	10	220.00	0.00	2200.00		
1031	1	A00004	20	784.00	0.00	15680.00		
1031	2	A00006	1	1064.00	0.00	1064.00		
1032	1	A00002	50	600.00	0.00	30000.00		
1032	2	A00003	100	580.00	0.00	58000.00		
1033	1	X0003	10	40.00	0.00	400.00		
1034	1	A00008	1	448.50	0.00	448.50		
1034	2	B20349	2	218.50	0.00	437.00		
1034	3	S10002	1	13800.00	0.00	13800.00		
1034	4	A00001	2	805.00	0.00	1610.00		
1035	1	A00002	4	690.00	0.00	2760.00		
1035	2	A00006	5	874.00	0.00	4370.00		
1035	3	B20349	1	218.50	0.00	218.50		
1035	4	S8392	2	172.50	0.00	345.00		
1036	1	S10002	1	12000.00	0.00	12000.00		
1036	2	A00004	2	560.00	0.00	1120.00		
1037	1	S10002	1	12000.00	0.00	12000.00		
1037	2	A00004	3	560.00	0.00	1680.00		
1038	1	S10002	2	12000.00	0.00	24000.00		
1038	2	A00004	2	560.00	0.00	1120.00		
1039	1	S10002	1	12000.00	0.00	12000.00		
1039	2	A00004	2	560.00	0.00	1120.00		
1040	1	S10002	1	12000.00	0.00	12000.00		
1040	2	A00004	1	560.00	0.00	560.00		
1040	3	A00004	1	560.00	0.00	560.00		
1041	1	S10002	1	11760.00	2.00	11760.00		
1041	2	A00004	2	548.80	2.00	1097.60		
1042	1	S10002	1	12000.00	0.00	12000.00		
1042	2	A00004	2	560.00	0.00	1120.00		
1043	1	S10002	6	12000.00	0.00	72000.00		
1043	2	A00004	7	560.00	0.00	3920.00		
1044	1	S10002	1	12000.00	0.00	12000.00		
1044	2	A00004	1	560.00	0.00	560.00		
1045	1	S10002	3	12000.00	0.00	36000.00		
1045	2	A00004	7	560.00	0.00	3920.00		
1046	1	S10002	1	12000.00	0.00	12000.00		
1046	2	A00004	4	560.00	0.00	2240.00		
1047	1	S10002	1	12000.00	0.00	12000.00		
1047	2	A00004	4	560.00	0.00	2240.00		
1048	1	S10002	1	12000.00	0.00	12000.00		
1048	2	A00004	7	560.00	0.00	3920.00		
1049	1	S10002	1	12000.00	0.00	12000.00		
1049	2	A00004	3	560.00	0.00	1680.00		
1050	1	S10002	2	12000.00	0.00	24000.00		
1050	2	A00004	7	560.00	0.00	3920.00		
1051	1	S10002	1	12000.00	0.00	12000.00		
1051	2	A00004	7	560.00	0.00	3920.00		
1052	1	S10002	1	12000.00	0.00	12000.00		
1052	2	A00004	4	560.00	0.00	2240.00		
1052	3	S10002	1	12000.00	0.00	12000.00		
1053	4	A00004	2	560.00	0.00	1120.00		
1054	3	S10002	1	12000.00	0.00	12000.00		
1055	4	A00004	2	560.00	0.00	1120.00		
1056	1	A00001	1	350.00	0.00	350.00		
1056	2	C7689	2	1425.00	0.00	2850.00		
1056	3	S28939	1	4762.62	0.00	4762.62		
1057	1	S00009	2	1240.53	5.00	2357.00		
1057	2	S10000	3	781.05	5.00	2225.99		
1058	1	S28939	2	4762.62	4.00	9144.23		
1058	2	S10000	1	1240.53	4.00	1190.91		
